"","title","link","pubDate","Site","Lead","Symbol","Company"
"763","EOD Risers: Merck &amp; Co., Inc., Microsoft Corporation, Nike Inc, Pfizer Inc ...","http://www.directorstalkinterviews.com/eod-risers-merck-co-inc-microsoft-corporation-nike-inc-pfizer-inc-procter-gamble-co-2/412727298","2017-04-18 05:33:45","DirectorsTalk Interviews","Shares of Merck & Co., Inc. with EPIC code: (NYSE:MRK) a global healthcare company, rose 0.3% or 0.19 points in yesterday's trading session.","MRK","Merck"
"764","Estimating the fair value of Merck &amp; Co Inc (MRK)","https://simplywall.st/news/2017/04/18/estimating-the-fair-value-of-merck-co-inc-mrk/","2017-04-18 07:37:30","Simply Wall St","In this article I am going to calculate the intrinsic value of Merck (NYSE:MRK) by estimating the Future Cash Flows and discounting them to their present value.","MRK","Merck"
"765","For Merck &amp; Co., Inc. (MRK), The Evidence Is In The Technical Chart","http://www.nystocknews.com/2017/04/18/for-merck-co-inc-mrk-the-evidence-is-in-the-technical-chart/","2017-04-18 08:33:45","NY Stock News","Merck & Co., Inc. (MRK) has created a compelling message for traders in the most recent trading. That message has grown stronger as the technical chart setup has developed into a more composite picture for the stock.","MRK","Merck"
"766","Buy/Sell Signals for Merck &amp; Co., Inc. (MRK) and ConocoPhillips (COP)","http://www.usacommercedaily.com/2017/04/18/buysell-signals-for-merck-co-inc-mrk-and-conocophillips-cop/","2017-04-18 09:07:30","USA Commerce Daily","Shares of Merck & Co., Inc. (NYSE:MRK) are on a recovery track as they have regained 21.99% since bottoming out at $53.06 on May.","MRK","Merck"
"767","Buy, Sell or Hold? Analysts Approach: Denbury Resources Inc. (DNR), Merck &amp; Co ...","http://theusacommerce.com/2017/04/18/buy-sell-or-hold-analysts-approach-denbury-resources-inc-dnr-merck-co-inc-mrk/","2017-04-18 09:41:15","The USA Commerce","Shares of Denbury Resources Inc. (NYSE:DNR) dropped -1.29% to $2.29. During the trading on 04/17/2017, Company's stock ranged from $2.35 to $2.25. The relative strength index or RSI highlights overbought (above 70) and oversold (below 30) areas.","MRK","Merck"
"768","Few Things investors Didn&#39;t Know About: Merck &amp; Co., Inc. (MRK), Express ...","http://stocknewsjournal.com/2017/04/18/few-things-investors-didnt-know-about-merck-co-inc-mrk-express-scripts-holding-company-esrx/","2017-04-18 09:56:45","StockNewsJournal","Merck & Co., Inc. (NYSE:MRK) market capitalization at present is $172.17B at the rate of $62.80 a share. The firm's price-to-sales ratio was noted 4.31 in contrast with an overall industry average of 3.64.","MRK","Merck"
"769","Merck &amp; Co., Inc. surged in the Previous Trading Session with the Change of 0.3%","http://www.freeobserver.com/merck-co-inc-surged-in-the-previous-trading-session-with-the-change-of-0-3/","2017-04-18 10:01:41","Free Observer","If you look at the company's income statement over the past years, you will see that the company is constantly posting gross profit: In 2014, MRK earned gross profit of 31.25 Billion, in 2015 29.67 Billion gross profit, while in 2016 Merck & Co., Inc ...","MRK","Merck"
"770","Current Market Buzz: Merck &amp; Co., Inc. (MRK), Mondelez International, Inc. (MDLZ)","https://topchronicle.com/current-market-buzz-merck-co-inc-mrk-mondelez-international-inc-mdlz/","2017-04-18 12:52:30","TopChronicle","Merck & Co., Inc. (MRK) is currently trading with the volume of 3.53 Million. The Stock opened today's session at $62.46 and currently the price is hovering at $62.12 by showing decrease of -1.09 percent.","MRK","Merck"
"771","Merck &amp; Co., Inc.&#39;s (MRK) stock price is Presently Worth at $62.27 while ends ...","https://www.hotstockspoint.com/merck-co-inc-s-mrk-stock-price-is-presently-worth-at-62-27-while-ends-tuesday-with-move-of-0-84/","2017-04-19 06:07:30","Hot Stocks Point","Merck & Co., Inc. (MRK) ended its day with loss -0.84% and finalized at the price of $62.27. During its last trading session, Stock traded with the total exchanged volume of 7.39 million shares.","MRK","Merck"
"772","These two stocks are dominating the market, As Expected: Cleveland BioLabs ...","http://stocknewsjournal.com/2017/04/19/these-two-stocks-are-dominating-the-market-as-expected-cleveland-biolabs-inc-cbli-merck-co-mrk/","2017-04-19 07:26:15","StockNewsJournal","Merck & Co., Inc. (NYSE:MRK) market capitalization at present is $170.72B at the rate of $62.27 a share. The firm's price-to-sales ratio was noted 4.33 in contrast with an overall industry average of 3.60.","MRK","Merck"
"773","Active stock to observe: Merck &amp; Co., Inc.&#39;s (MRK) stock price finalizes at ...","http://www.wsnews4investors.com/2017/04/19/active-stock-to-observe-merck-co-inc-s-mrk-stock-price-finalizes-at-62-27-with-performance-of-0-84-on-volume-of-7394699-shares/","2017-04-19 07:26:15","WsNews 4investors","Merck & Co., Inc. (MRK) stock price distance from twenty day simple moving average slumped at -1.61% while its distance from fifty day simple moving average declined -3.03% along with 1.56% above distance from two hundred simple moving averages.","MRK","Merck"
"774","Stephens Has Lowered Merck &amp; Co (MRK) Position; Franklin Electric Co. (FELE ...","https://wolcottdaily.com/stephens-has-lowered-merck-franklin-electric-co-fele-covered-by-2-bullish-analysts-last-week/","2017-04-19 07:37:30","Wolcott Daily","Merck & Co Inc now has $169.52B valuation. The stock decreased 0.84% or $0.53 during the last trading session, reaching $62.27.","MRK","Merck"
"775","Traders Take Note: Merck and Co. Inc (NYSE:MRK) Stock Drops, Weakness in ...","http://news.cmlviz.com/2017/04/19/traders-take-note-merck--co-inc-nyse-mrk--stock-drops-weakness-in-technical-momentum.html","2017-04-19 07:48:45","CML News","Take Note: Merck & Co. Inc (NYSE:MRK) has hit some technical weakness in its momentum, and while it has not broken down all the way through support ","MRK","Merck"
"776","Merck &amp; Co., Inc. (MRK): Ignore the noise and focus on the technicals","http://usacommercedaily.com/2017/04/19/merck-co-inc-mrk-ignore-the-noise-and-focus-on-the-technicals/","2017-04-19 11:00:00","USA Commerce Daily","With all other things going on, Merck & Co., Inc. (NYSE:MRK) has been on a run - rising 2.02 percent in just three months.","MRK","Merck"
"777","Barometer Capital Management Increased Merck &amp; Co (MRK) Stake by $13.33 ...","https://wolcottdaily.com/barometer-capital-management-increased-merck-co-mrk-stake-by-13-33-million-standard-motor-products-smps-sentiment-is-1-46/","2017-04-19 12:07:30","Wolcott Daily","Barometer Capital Management Inc increased Merck & Co Inc (NYSE:MRK) stake by 2116% reported in 2017Q1 SEC filing. Barometer Capital Management Inc acquired 211,600 shares as Merck & Co Inc (NYSE:MRK)'s stock rose 5.67%. The Barometer ...","MRK","Merck"
"778","EOD Risers: Merck &amp; Co., Inc., UnitedHealth Group Inc, Visa Inc, Wal-Mart ...","https://www.directorstalkinterviews.com/eod-risers-merck-co-inc-unitedhealth-group-inc-visa-inc-wal-mart-stores-inc/412727452","2017-04-20 05:11:15","DirectorsTalk Interviews","The share price for Merck & Co., Inc. with company EPIC: (NYSE:MRK) a global healthcare company, rose 0.59% or 0.37 points throughout yesterday's trading day.","MRK","Merck"
"779","Merck &amp; Co., Inc.&#39;s (MRK) stock price is at $62.64 on volume of 10349052 ...","http://www.wsnews4investors.com/2017/04/20/merck-co-inc-s-mrk-stock-price-is-at-62-64-on-volume-of-10349052-shares-with-last-change-of-0-59/","2017-04-20 07:15:00","WsNews 4investors","Merck & Co., Inc. (MRK) stock price distance from twenty day simple moving average slumped at -0.88% while its distance from fifty day simple moving average declined -2.41% along with 2.11% above distance from two hundred simple moving averages.","MRK","Merck"
"780","Stock-research Ratings: Merck &amp; Co., Inc. (MRK), LENDINGCLUB CORP (LC)","http://thewellesleysnews.com/2017/04/20/stock-research-ratings-merck-co-inc-mrk-lendingclub-corp-lc/","2017-04-20 07:26:15","W News","Merck & Co., Inc. (NYSE:MRK) tinted gains of +0.59% (+0.37 points) to US$62.64. The volume of 10.35 Million shares climbed down over an trading activity of 9.44 Million shares.","MRK","Merck"
"781","Merck &amp; Co., Inc. (NYSE:MRK) Says Researchers Have 25 Scientific Data ...","https://marketexclusive.com/merck-co-inc-nysemrk-says-researchers-25-scientific-data-presentations-infectious-disease/95003/","2017-04-20 08:22:30","Market Exclusive","Researchers have more than 25 scientific data presentations regarding infectious disease medicines. The investigational data was collected by Merck & Co., Inc. (NYSE:MRK) during this year's 27th European Congress of Clinical Microbiology and Infectious ...","MRK","Merck"
"782","Investors Checklist Healthcare Stocks: Merck &amp; Co., Inc.&#39;s (MRK) is at $62.64 ...","http://www.stocksgallery.com/investors-checklist-healthcare-stocks-merck-co-inc-s-mrk-is-at-62-64-per-share-and-teva-pharmaceutical-industries-limiteds-teva-is-listed-at-30-70/","2017-04-20 08:36:40","Stocks Gallery (press release)","In recent trading day Merck & Co., Inc. (MRK) stock showed the move of 0.59% with the closing price of $62.64. Closing price generally refers to the last price at which a stock trades during a regular trading session.","MRK","Merck"
"783","What&#39;s New with Merck &amp; Co., Inc.(NYSE:MRK), Silver Wheaton Corp. (USA) (NYSE ...","http://www.wallstreetnews24.com/whats-new-with-merck-co-inc-nysemrk-silver-wheaton-corp-usa-nyseslw-las-vegas-sands-corp-nyselvs/","2017-04-20 08:56:15","Wall Street Times (press release)","Merck & Co., Inc. (NYSE:MRK) traded at a yearly high level of $66.80 during the last trading session. The last session's volume of 10.34 million shares was higher than its average volume of 8.58 million shares.","MRK","Merck"
"784","Merck &amp; Co., Inc.&#39;s (MRK) stock price is Worth at $62.64 while ends Wednesday ...","http://www.hotstockspoint.com/merck-co-inc-s-mrk-stock-price-is-worth-at-62-64-while-ends-wednesday-with-move-of-0-59/","2017-04-20 09:07:30","Hot Stocks Point","Merck & Co., Inc. (MRK) stock price ended its day with gain 0.59% and finalized at the value of $62.64. During its last trading session, Stock traded with the total exchanged volume of 10.35 million shares.","MRK","Merck"
"785","The Chart Is Speaking Loud And Clear For Merck &amp; Co., Inc. (MRK)","http://nystocknews.com/2017/04/20/the-chart-is-speaking-loud-and-clear-for-merck-co-inc-mrk/","2017-04-20 11:22:30","NY Stock News","Merck & Co., Inc. (MRK) has been having a set of eventful trading activity and it is clear from an examination of the charts that traders are now fully aware of the company's key metrics.","MRK","Merck"
"786","Chartists Perspective on Merck &amp; Co., Inc. (NYSE:MRK)","https://providencestandard.com/chartists-perspective-on-merck-co-inc-nysemrk/55503/","2017-04-20 22:48:38","Providence Standard","Investors keeping an eye on shares of Merck & Co., Inc. (NYSE:MRK) may be analyzing the company's FCF or Free Cash Flow.","MRK","Merck"
"787","Aurinia Pharmaceuticals Inc (NASDAQ:AUPH) Signs a Licensing Deal with Merck ...","https://www.wallstreetpr.com/aurinia-pharmaceuticals-inc-nasdaqauph-signs-a-licensing-deal-with-merck-co-inc-nysemrk-animal-health-38678","2017-04-21 05:45:00","WallStreetPR","Aurinia Pharmaceuticals Inc (NASDAQ:AUPH) completes a Definitive Agreement giving Merck & Co., Inc. (NYSE:MRK) Animal Health the rights to build up and distribute Aurinia's patented nano-micellar cyclosporin ophthalmic solution (VOS) for treating dry ...","MRK","Merck"
"788","Notable Wall Street Stock: Merck &amp; Co., Inc.&#39;s (MRK) stock price finalizes at ...","http://www.wsnews4investors.com/2017/04/21/notable-wall-street-stock-merck-co-inc-s-mrk-stock-price-finalizes-at-62-55-with-performance-of-0-14-on-volume-of-8962257-shares/","2017-04-21 07:03:45","WsNews 4investors","Merck & Co., Inc. (MRK) stock price tumbled -0.14% to finalize at $62.55 throughout previous buying and selling session.","MRK","Merck"
"789","These stock&#39;s have rarely let down their investors: Merck &amp; Co., Inc. (MRK ...","https://stocknewsjournal.com/2017/04/21/these-stocks-have-rarely-let-down-their-investors-merck-co-inc-mrk-lendingclub-corp-lc/","2017-04-21 07:48:45","StockNewsJournal","Merck & Co., Inc. (NYSE:MRK) market capitalization at present is $171.48B at the rate of $62.55 a share. The firm's price-to-sales ratio was noted 4.31 in contrast with an overall industry average of 3.61.","MRK","Merck"
"790","Atara bio announces collaboration with Merck","http://www.reuters.com/finance/stocks/MRK/key-developments/article/3572731","2017-04-21 08:00:00","Reuters Key Development","Atara bio announces collaboration with Merck","MRK","Merck"
